f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,target
-0.515972,-1.04055,-0.352545,-1.60514,2.05526,0.978244,-1.52737,-0.165118,-2.25037,0.134564,-1.30476,0.910434,-1.30306,-0.0392439,2.66361,-1.82712,2.66192,-0.187104,-0.488909,-0.0476241,-0.98854,-2.07714,0.906438,2.96783,0.314998,1.37975,-1.03527,1.7981,2.09968,2.72472,0
0.525952,-0.260562,-0.834236,1.47935,-0.247061,-1.66634,-0.271975,6.22466,-0.947373,2.56993,-1.58681,-5.39899,-0.45905,0.996659,0.558884,2.95517,-5.12612,-0.837799,3.66272,-0.160215,3.89402,6.58383,0.561089,-1.00633,3.31707,-3.59014,0.649508,-0.640829,-1.39419,-1.82525,0
0.966256,1.65481,1.14474,-0.7793,0.159957,-0.181642,2.38619,2.50131,-0.611928,-2.7805,0.868889,-0.842889,-0.767465,-2.38099,-1.89234,1.56536,-2.33789,-1.25724,0.990639,-3.91485,-0.053939,0.7893,-0.672929,-0.995167,3.24419,-1.38327,0.823071,-0.488893,2.29712,1.19949,0
0.796505,-2.12628,-0.508434,-1.79397,1.9398,-0.163365,-0.332626,0.0861446,0.481398,1.12883,-0.314284,-0.315842,0.173092,-0.0564134,2.29254,1.9725,-1.81861,-0.0410153,0.230097,1.27583,-0.436723,2.19882,-1.46361,-1.60857,0.914109,-2.47129,-0.905962,-3.58406,-1.55518,-4.06381,1
0.681601,1.3408,0.960432,0.412536,0.309917,-1.27167,-2.77337,0.849618,-3.17473,1.74454,2.49688,0.173096,-0.180171,0.841663,-0.0714021,-0.75214,1.69611,-0.260505,-1.10049,0.778594,-0.457086,-0.898103,0.00774189,3.45871,-0.00386102,0.99283,-0.577236,1.56193,-0.0727352,-1.00641,1
-0.65004,0.256759,0.954065,3.03222,1.34768,-1.01535,2.26006,0.217646,0.507489,-2.85942,0.420341,0.341795,0.142418,-1.10828,0.803658,-0.442498,-0.120266,2.30377,-0.533824,-3.14037,0.349924,-1.80344,0.242779,-0.288976,-0.406298,1.80908,0.195973,2.57508,1.08368,2.35932,0
1.13454,0.751457,0.101133,1.96258,-0.800776,-0.972457,-0.65116,1.7458,-1.83979,0.0902148,-1.6559,-0.830442,0.105866,0.342188,-0.122867,-0.884968,0.651083,1.72557,0.0893933,-1.07749,0.902254,-0.576618,-1.27245,2.19018,0.221762,1.36806,-0.882885,3.03365,0.857104,1.97017,1
-0.757408,-1.71828,-1.76485,1.26254,0.37312,-2.24604,0.425181,6.43925,-3.09241,-0.1794,0.8805,-3.77702,-1.49065,-1.00687,-0.726443,2.43953,-3.88605,0.0551567,2.17282,-3.47638,2.11001,3.61323,-0.813575,0.854403,4.54205,-2.1999,-0.0687984,0.892957,1.22642,-0.229026,0
2.03584,0.28368,-0.331083,2.42431,-0.235921,-1.93125,-0.35339,8.18572,-3.52987,1.24716,-1.30937,-5.72912,-0.891189,0.322838,0.870485,1.50768,-3.79754,1.02115,3.76095,-2.80115,4.16315,4.82284,0.405412,1.89551,4.48453,-1.7556,-0.883406,3.1625,1.44568,2.42204,1
1.13372,-1.11571,0.801905,1.82759,-0.763325,-1.06053,1.65,-2.43594,1.43043,-2.27631,1.9561,2.19093,1.75314,-0.988608,-0.855698,0.073484,0.42538,0.312076,-2.11365,-1.29261,-1.3496,-2.44671,0.84578,-1.20404,-1.6993,1.36067,0.258458,-0.107611,-0.64661,-1.38209,1
0.000905841,-1.37772,0.696694,3.73907,0.0503676,-0.794573,0.533588,1.03698,0.917085,0.330653,-0.320225,-1.6136,-1.36698,1.20014,1.1123,-0.718464,-0.43198,1.43384,0.907956,-0.132595,2.37726,0.609607,0.408215,-0.131191,-1.3334,1.27789,1.07966,2.87782,-0.750672,2.04047,1
2.14911,0.714773,0.624769,-1.97131,-0.782011,2.86158,0.675793,-3.7714,2.55077,-0.693824,-1.31643,1.98822,1.70582,0.167301,0.438965,-1.91355,2.33147,-0.56447,-0.243548,1.52256,-0.9964,-2.07116,0.135161,-1.09424,-2.11852,1.14087,-0.192382,-0.369715,0.653985,2.83055,0
0.70663,0.519979,-0.3481,2.22249,0.650373,-0.909073,-1.3025,1.27671,-0.738776,1.78242,-0.059754,-1.41735,-2.8368,1.55388,1.0554,-0.594613,0.181991,-1.41097,0.503298,1.02817,1.63705,0.816645,-0.553833,1.30173,-0.771817,0.734143,0.348132,2.04988,-0.9432,0.395262,0
-0.458622,-0.39176,-0.873941,-1.24443,0.743879,1.68188,1.63566,-4.94105,3.8227,-1.40275,0.491638,2.88425,-1.26827,-0.402469,-0.409392,-0.448916,1.10618,0.351273,-1.38057,1.35369,-1.79683,-1.98289,-1.29277,-2.9923,-2.68137,0.464667,0.606381,-2.47219,-1.0193,-0.836518,1
0.891896,0.427322,-0.456192,-5.43931,0.214426,3.20524,-3.08303,-6.85568,1.7741,2.90098,0.260628,4.10766,1.29634,1.61973,0.616526,-1.73407,4.28803,-0.604304,-2.22636,6.45662,-3.45797,-2.25833,1.2857,-0.0883639,-3.56443,0.0912043,0.219474,-4.27351,-1.9875,-3.10225,1
0.318566,-0.723557,0.337168,1.22248,-0.0257131,-2.39898,0.390103,4.25098,-4.03813,-1.97875,0.219913,-1.0242,-1.5824,-1.9786,-0.543705,1.05572,-1.24024,-0.74553,-0.181083,-4.64291,-0.0926368,-0.280555,-1.03456,2.49561,3.52828,0.0272278,0.250575,2.129,2.4896,0.572614,0
0.841011,0.387213,-0.127014,-4.00008,-0.549387,2.41537,-0.365612,-3.19379,-0.768703,-1.65353,-1.38635,3.4049,-1.26049,-1.31623,0.884079,-1.99302,3.65752,1.87047,-1.67126,-0.217263,-3.20814,-4.04498,0.0300668,1.58724,-0.21662,1.41549,-1.16843,-0.270767,2.75837,2.5039,0
1.76335,0.374983,-0.536605,2.48589,0.528741,-2.31705,-2.23174,6.08872,-4.35896,2.31599,-0.705174,-3.9348,-0.68874,1.13021,-0.268446,0.382823,-1.38964,0.817035,1.84048,-1.0653,2.83012,2.76029,-0.965429,3.62574,2.63112,-0.317192,-1.17167,3.51467,0.571687,0.955198,0
-0.814545,0.241151,-1.23564,-3.07803,-0.398417,1.85757,0.611911,-1.73971,0.435509,-1.32047,-1.07541,1.66284,-0.956768,-1.1603,1.37064,-0.435551,1.06873,-0.76895,-0.363924,-0.315656,-1.75348,-1.42446,0.144905,-0.412051,0.456993,-0.183043,0.882049,-1.39357,1.58211,1.17275,0
1.47811,0.215095,0.0741626,2.72207,0.973475,-0.415042,-0.458881,-0.913771,1.2376,1.18829,-0.568064,-0.333275,-1.74171,1.68818,-0.82514,-1.0658,0.744826,-1.37171,-0.0846137,1.6401,1.31181,-0.164068,0.265309,-0.0225871,-2.5161,1.43832,1.31908,1.72718,-1.65868,0.44809,0
0.665794,0.321878,-1.71185,1.47418,0.399721,-1.48878,0.569099,3.62458,-1.53221,-0.428258,-0.441853,-2.15228,-1.94456,-0.579306,-1.20231,1.24504,-2.2029,-0.555933,1.16166,-2.30692,1.40378,1.80137,2.53561,0.397363,2.28152,-0.857455,0.4996,1.05079,0.677755,0.245596,0
0.107087,2.01026,-1.43548,3.4244,0.311098,-1.92493,-1.76537,-0.89233,-1.21307,1.05736,-0.145648,0.851375,-0.882913,1.39497,0.592561,-1.47841,2.19417,-1.65841,-1.92996,0.916327,0.0430528,-2.14841,-0.217708,2.46916,-2.55576,2.70122,-1.38995,2.9139,-1.33771,-0.723574,1
0.0683943,0.0733559,2.04763,3.00312,-0.195129,-0.17381,0.822727,-1.45085,1.93253,-0.370522,0.00220816,0.239636,-1.5894,0.910766,-0.551585,-1.25453,0.803933,-0.610935,-0.288406,0.380984,1.01702,-1.10722,-0.0290904,-0.649122,-2.60842,1.94929,0.268716,2.09408,-0.908154,1.64408,0
1.05486,-0.470469,0.482385,1.95515,1.07529,-1.40065,-0.312796,3.94528,-2.19399,0.366643,-0.234748,-2.50339,0.376626,0.14725,1.05359,0.366235,-1.32749,-0.897453,1.34214,-1.74892,1.91141,1.57156,-0.625994,1.60889,1.87304,-0.111397,-0.575495,2.44756,0.848705,1.44645,0
1.50144,-1.22454,0.774312,1.84096,1.19436,-0.672899,1.26506,-1.31492,-0.0269104,-2.55063,-0.758458,1.79166,1.34193,-1.05928,0.204969,-1.05478,1.44555,-0.294593,-1.67788,-2.23977,-1.005,-3.21704,0.138633,0.621152,-1.04884,2.33036,0.226713,2.10924,1.10607,1.64675,0
-0.104801,-0.661701,1.87453,2.77541,1.26779,-0.991566,-0.169194,-0.936123,0.497076,0.163073,0.0811507,0.400857,-0.626778,0.861225,-0.22558,-0.888676,0.926902,-0.791853,-0.901781,0.420082,0.471146,-1.16886,0.186673,0.426546,-2.08591,1.7512,0.652355,1.83126,-1.08424,0.0595867,0
-0.36508,0.402688,0.58955,2.4009,1.73949,-1.08973,-0.569855,1.56963,-1.00579,0.617808,-0.840852,-1.18528,-0.17873,0.786218,0.748238,-0.531637,0.0698508,0.550497,0.328061,-0.349181,1.3634,0.215161,-0.910443,1.35478,-0.246206,0.982719,0.471005,2.47402,-0.112223,1.0906,0
2.08924,1.7481,-0.982682,-2.47528,-0.265528,1.55023,-1.52188,-4.46626,1.46529,1.44162,2.53077,2.68225,-1.07293,0.956692,0.299403,-1.00194,2.51233,-1.74336,-1.66306,3.71212,-2.06635,-1.64252,0.0307238,-0.366658,-2.62948,0.363518,0.215731,-2.41377,-1.56121,-2.19409,1
-0.149091,-0.585757,-1.02605,3.52839,0.436602,-0.221909,0.864825,1.08293,1.69313,0.503669,-0.517197,-2.09653,1.50333,1.4133,-0.201832,-0.702398,-0.820767,0.0461437,1.60962,0.217644,2.90735,1.29772,-0.718872,-0.842331,-1.3659,0.923647,-0.834692,2.64967,-0.828688,2.65285,0
0.101806,0.841421,-1.29185,-3.18391,-0.112152,-0.249514,0.622935,2.84758,-1.17669,-0.338958,1.58882,-1.33219,-1.12218,-1.7721,0.961555,3.16025,-3.44691,-0.112031,1.22888,-1.5452,-0.512663,3.15686,0.354751,-1.36677,4.18688,-3.85168,1.47706,-3.89459,0.623379,-3.10753,0
-0.578335,1.5371,0.848624,0.0744382,-0.996014,0.155148,1.3743,0.371882,0.597786,-1.32708,-1.45445,-0.166624,-0.648012,-0.827736,0.820402,0.400481,-0.833453,1.91436,0.395236,-1.39134,0.122978,0.109642,-1.37541,-0.957196,0.650865,-0.264866,1.80379,-0.0897611,0.69215,0.856801,0
-2.6894,-1.81002,-1.12279,-5.21848,-0.79759,0.530718,0.430723,0.162824,-0.13828,-0.322714,-2.53067,0.592337,-1.29715,-2.01924,-0.907295,3.32978,-2.65447,-0.492051,0.0331003,-0.14495,-2.31458,2.24214,0.892914,-2.32607,3.29173,-4.26343,-1.33332,-6.40874,-0.133845,-5.31385,0
-0.74106,0.61537,1.13515,-1.71321,1.03141,-0.0304348,-4.49057,-1.01906,-4.89462,1.84188,0.144434,2.31747,0.473329,0.82719,-2.33475,-2.86088,5.22322,-0.598985,-2.50234,1.49571,-2.39275,-3.97398,2.57588,6.22252,-0.651436,2.72098,1.36493,2.63084,1.57377,0.840642,0
-1.31372,-0.214739,0.0537505,4.28651,-1.00099,-1.57221,0.465794,1.23458,-0.790888,-0.950401,-1.3811,-0.645852,-0.889548,0.340858,-0.251369,-1.29171,0.6855,-1.48219,-0.264155,-1.9093,1.42306,-1.43028,0.355365,1.61581,-0.97299,2.57546,0.273197,4.44113,0.567323,2.85552,1
-0.0894813,-0.661142,-0.838173,-0.0509925,0.945843,0.481909,-0.539751,-0.781281,-0.278583,0.111938,0.3334,0.608516,-0.0135344,0.328509,-0.399294,-1.15052,1.47585,0.734571,-0.374932,0.410415,-0.262189,-1.21998,1.47366,0.998621,-0.770364,1.08663,-1.70074,1.09159,0.469326,1.37022,0
-0.401928,0.384434,-0.178166,0.204017,1.25913,1.34277,0.992285,-0.240086,0.491872,-1.32259,-0.322838,0.0814586,0.695229,-0.250865,-1.93861,-1.60782,1.17165,0.985487,0.632396,-1.08008,0.460142,-1.34048,-1.37991,0.368439,-0.309883,1.4337,0.845478,2.25915,1.90542,4.54985,1
1.11127,-0.609231,0.784038,2.11845,0.417518,-0.635135,0.149329,0.201897,0.442401,0.186393,-0.979379,-0.523061,0.266157,0.649845,0.429479,-0.391538,-0.0241796,0.446297,0.090009,0.0466087,0.996631,0.00774543,-0.331245,0.0230212,-0.978479,0.842629,-0.980525,1.43973,-0.628805,0.567149,0
0.372759,-0.220599,-0.133919,3.0942,2.22536,-2.05037,1.98482,4.9224,-2.45795,-2.77939,-0.759311,-2.2491,-0.0796934,-1.77459,-0.612441,0.667861,-2.05858,0.480094,1.12534,-5.50331,1.65285,0.335451,-0.741645,1.30625,3.1114,0.526252,-0.490105,3.74675,2.77727,3.37002,0
-0.373303,-1.81098,-1.23773,0.283231,0.622356,-0.203239,2.40041,0.0702087,-0.546783,-3.96618,0.297217,1.37108,-0.618778,-2.50298,1.90244,-0.204591,0.273762,0.710593,-0.901161,-4.21792,-1.28974,-2.64334,0.195588,0.155243,1.1956,1.18836,-0.00401097,1.35511,2.7895,2.56245,0
0.225583,0.850035,0.412299,-1.10442,0.710035,0.939234,-0.162409,-4.71671,3.24461,0.90405,0.643959,2.3583,-0.0628981,0.8504,-1.43095,-0.00164873,0.953078,0.227623,-1.51941,3.46472,-1.49488,-0.743826,0.807595,-2.46262,-3.13868,-0.17503,-2.35269,-3.30709,-2.8204,-3.57661,1
0.965428,-0.0158015,0.17464,2.41727,0.39919,-0.417488,2.23557,-3.57782,2.04735,-3.25021,-0.95237,2.97764,-0.287558,-1.05238,-2.03629,-1.22586,1.74983,0.06591,-2.43672,-1.71226,-1.46878,-4.12583,-0.545389,-0.963292,-2.76755,2.86013,0.0690625,1.4139,0.149395,1.03413,0
1.21578,0.294792,-0.810682,2.07113,-0.719706,0.0492107,0.0247937,2.60381,-0.284306,0.751987,0.624983,-2.57065,-0.862496,1.05079,-1.72163,-0.774696,-0.585997,-0.172883,2.06011,-0.385312,2.69434,1.50149,-0.450575,0.732361,0.328115,0.518269,-0.911484,3.00288,0.600166,3.58712,0
-0.95264,0.404403,-1.20507,3.87795,1.59391,-3.45423,1.48256,7.16648,-4.99477,-3.14413,-0.329953,-2.83577,0.727556,-2.36433,0.472523,0.967248,-2.29808,1.81982,0.902644,-7.34581,1.67582,0.156315,0.653514,3.23136,4.68248,0.753592,1.15013,5.16429,3.81046,3.45013,0
-1.01714,-0.111516,0.330495,0.903532,0.89435,0.731911,2.19884,-4.99081,4.57939,-1.61706,-0.110219,2.6466,-1.10278,-0.108858,-1.41638,-0.307498,0.616835,0.334047,-1.6028,1.11769,-1.13069,-1.94747,-1.70692,-3.58122,-3.59582,0.996719,0.943997,-1.77045,-1.96255,-1.3173,1
-0.533037,0.427667,0.539428,1.69214,1.05412,-1.31654,-2.0702,2.12697,-2.06009,2.21651,1.22362,-1.60075,0.852045,1.44391,0.552709,-0.295734,0.138133,0.601426,0.395154,0.899626,1.36992,1.05299,2.3469,2.24175,0.0821578,0.367492,-0.495506,1.90289,-0.710698,-0.334379,0
-0.420202,0.0847984,-0.145534,-1.93351,1.33483,0.276204,-2.92186,-0.643091,-3.38934,1.05081,1.15398,1.65271,1.26037,0.249612,0.702049,-1.75663,3.4094,-0.718314,-1.58604,0.837394,-1.89011,-2.59906,-0.873796,4.07855,0.0302581,1.47561,1.6407,1.28144,1.40728,0.581388,0
-1.05919,-1.19416,-0.289394,-0.463892,-0.382907,-1.76767,1.00636,3.49336,-3.59784,-2.78792,0.69261,-0.23229,1.60146,-2.84682,-0.62574,1.56624,-1.46449,-0.976242,-0.405178,-4.97443,-1.11857,-0.492434,1.36051,1.62675,4.1029,-0.708145,2.18114,0.493313,2.91089,-0.0394876,0
-0.908685,0.29099,-1.1334,2.08123,1.51303,-0.349664,-0.0963376,0.228143,0.362301,0.450342,-0.598704,-0.658286,0.260208,0.91627,1.65612,-0.79582,0.338575,0.871981,0.289988,0.316549,1.20679,-0.0530657,0.661885,0.354238,-1.1295,1.08266,-0.843981,1.90451,-0.453977,1.30986,0
1.36583,-1.35925,-0.584682,3.58525,1.58056,-2.68479,-2.18925,2.24133,-3.90769,0.816286,0.902361,-0.518495,-0.314093,0.811745,0.0148933,-1.27636,1.66767,0.385033,-1.19142,-1.09716,0.622412,-1.6233,-0.848435,4.46568,-0.223536,2.54009,-0.138958,4.58915,0.416251,0.75205,1
-0.220089,-0.427245,-0.191731,-1.02603,0.81524,0.791435,-2.28605,-0.737036,-1.81211,1.34835,-0.565157,0.815392,-0.279317,0.929916,0.383157,-1.9889,2.90493,1.489,-0.620757,1.45712,-0.641423,-1.72234,-0.0223703,2.91899,-0.761561,1.50098,-0.356697,1.67361,0.842007,1.71094,0
-0.930132,-1.48563,-0.900321,-1.13915,0.175436,-1.48721,0.243406,4.20377,-2.37812,-0.225992,-0.39188,-2.0312,-0.19201,-1.47472,-0.389708,2.87414,-3.38465,0.15421,1.13344,-2.35861,0.258532,2.97221,-0.206438,-0.0498412,4.20858,-2.96032,-0.317667,-1.85772,0.71166,-2.54651,0
0.565113,1.71873,0.364529,-0.00556771,-1.28568,-1.32231,0.241143,4.05526,-1.89834,0.0232158,-2.14488,-2.35259,-0.638494,-0.820907,-1.52082,2.06948,-2.88776,-0.799597,1.419,-1.99818,1.04239,2.75982,0.170946,0.129545,3.28842,-2.10596,0.0155167,-0.510497,0.591167,-1.10567,0
0.598652,0.333077,1.38241,-0.0984077,-0.0714485,-1.67759,1.93371,3.95178,-3.68685,-4.05228,0.387005,-0.260716,-0.384525,-3.52642,-1.2061,1.33968,-1.51326,-1.2179,-0.230451,-6.47462,-1.02948,-1.067,-0.993172,1.67584,4.5834,-0.257728,-0.294399,1.44748,4.02964,1.66566,0
0.180159,-0.689592,-1.89369,-0.261101,-0.42496,1.58036,-0.312391,-2.90308,1.29076,0.0619032,1.17912,1.57221,2.28743,0.783815,-1.92406,-2.16245,2.66398,1.24435,-0.662336,1.55983,-0.52188,-2.23501,-1.2272,0.347128,-2.44386,1.9054,-1.19504,1.10917,0.173751,2.35335,0
1.69619,-0.169906,1.71794,-0.272615,-0.0395188,-2.37073,-0.284896,5.92239,-3.44529,0.443371,-1.06988,-3.1751,1.47379,-1.1779,1.24726,3.2792,-4.09879,0.224848,1.59057,-2.63958,1.0655,3.97186,-0.298887,0.671964,4.93723,-3.25274,-0.383218,-1.19588,0.548297,-2.90271,0
0.315529,-0.766219,-1.31146,-1.42682,0.472918,1.40589,1.73768,-1.8576,2.85473,-0.923944,0.802632,0.631594,-1.40799,-0.537636,0.0435915,0.651197,-0.907008,0.502107,0.390203,0.455515,-0.403167,0.505352,0.324381,-3.00978,-0.440783,-1.08658,-1.96381,-2.49522,-0.471332,-0.437399,0
1.48867,0.671651,-0.511562,-0.00450347,0.980051,0.600377,1.38771,0.0826269,1.91585,-0.352655,1.50021,-0.805794,-1.11417,-0.0877767,-0.0871601,0.720313,-1.53244,-0.238006,1.12368,-0.00865632,0.858588,1.45796,-0.34728,-2.19203,0.116958,-1.01036,-0.1281,-1.04802,-0.432155,0.2103,0
-1.75768,-1.8834,-1.23704,-0.618471,0.571871,1.30825,-1.07191,-0.506993,-0.723599,0.55328,1.11617,0.292411,1.31073,0.704878,1.27319,-2.02853,2.28429,-1.15106,0.186985,0.766389,0.0733281,-1.35508,-0.0344219,1.88132,-0.68601,1.47095,0.377851,2.04964,1.27242,3.31793,0
-0.850326,-0.273678,0.18047,3.03658,-0.545303,-0.541523,1.50181,0.295363,0.867669,-1.45495,-0.642837,-0.398234,1.27467,-0.0440486,0.680745,-0.807384,0.00902689,-1.42836,0.175107,-1.63095,1.1916,-0.892273,0.518429,-0.24181,-0.949251,1.66726,-1.82695,2.72762,0.435362,2.67959,0
0.245573,-2.14084,-0.251263,1.22658,-0.0884026,-1.06365,-3.42905,-0.887083,-3.24841,1.72888,-0.288487,1.48382,-0.286653,1.40163,-0.116433,-2.47203,4.01206,0.835424,-2.22904,1.4079,-0.976126,-3.18246,-0.882897,4.75621,-1.8614,3.04452,0.770124,3.31928,0.0636334,0.361386,0
1.45984,0.885138,1.95722,-2.48156,-0.182768,1.16856,-0.985551,-1.94953,0.725518,1.22429,-0.591399,1.02939,-1.20264,0.447649,0.507066,0.0494133,0.701004,-1.09303,-0.380846,2.34606,-1.11267,0.128915,-1.74684,-0.574586,-0.632334,-0.852049,-1.35506,-2.43881,-0.888383,-1.84495,1
0.367689,1.82541,-1.79699,-1.35112,-1.18465,0.565315,1.74869,1.5137,1.17674,-0.758933,-0.0329383,-1.40367,-0.648896,-0.991343,0.721609,1.88877,-2.86344,-1.00764,1.7147,-1.05746,0.659771,2.58508,0.694066,-2.50868,2.09564,-2.46057,0.198538,-2.2862,0.275406,-0.452311,0
-1.13053,1.06766,1.28657,0.229973,0.000310882,2.57796,1.88553,-4.86981,5.38304,-0.576656,-0.653851,1.58861,-0.0492538,0.966852,0.527591,-1.5796,1.26413,-0.868427,0.045789,2.45192,0.191176,-1.19812,-0.646571,-3.51907,-4.01549,1.19869,0.00818595,-0.716056,-1.38453,1.99344,1
1.44729,-0.124374,1.67684,5.52977,3.21994,-2.57741,0.75886,1.71377,1.06741,0.549544,0.0260998,-2.11885,-0.692422,1.26701,-2.03567,0.635783,-1.98621,0.0620704,0.522034,-0.364134,2.77151,1.63764,0.571335,-0.92424,-1.38529,0.681189,-0.594173,2.19381,-2.36882,-0.922229,1
0.341003,-1.28287,0.607584,2.08676,0.688521,-0.222672,-0.451838,0.189239,0.448978,1.01238,-0.576621,-0.86117,0.274496,1.32892,0.519146,-0.93686,0.448718,1.78969,0.462165,0.932774,1.45254,0.22191,-0.561303,0.429036,-1.38282,1.05939,-0.441979,1.93528,-0.750382,1.28985,0
1.16392,0.226089,-0.0286284,1.63078,-0.153226,-1.65091,1.60667,0.994377,-2.14067,-3.71624,-0.621295,1.27496,0.0262279,-2.40649,0.481798,-0.16598,0.490822,-1.29904,-1.61287,-4.77662,-1.30721,-3.07466,1.14322,1.63258,1.33565,1.79229,0.428632,2.48423,2.62909,1.69567,0
1.8349,-0.469663,1.32147,2.22681,-0.246635,-1.92375,0.899461,3.78791,-2.28576,-1.51432,0.751045,-1.67549,-0.775956,-1.13988,0.764526,0.766968,-1.58829,0.251453,0.591384,-3.68438,1.07088,0.482107,-0.544885,1.27497,2.3788,0.149514,0.807839,2.40472,1.61312,1.35569,0
1.68714,1.054,-0.149179,3.16014,0.654731,-1.70406,-0.586587,1.89768,-1.27635,0.574562,0.097064,-1.30181,0.0237018,0.792086,-0.252125,-0.375044,-0.116363,-0.246151,0.126494,-0.650944,1.49008,0.199519,-0.22841,1.54051,-0.270349,1.14106,-1.87615,2.80867,-0.332075,0.666313,0
-0.96668,-1.20358,1.25954,0.62072,0.555915,-0.326743,-1.4638,0.0352198,-1.65854,0.662493,0.292824,0.371361,-0.335045,0.606621,-0.678099,-1.321,1.84093,-0.229957,-0.685678,0.319379,-0.163884,-1.40119,-0.473336,2.38881,-0.593869,1.50278,2.1283,2.04449,0.479674,1.08647,0
1.76375,-1.63185,-1.93715,0.480958,0.159881,0.269787,-0.0571361,3.6587,-2.13434,-0.195161,0.45847,-2.30921,-0.458899,-0.109877,1.91974,-0.744147,-0.285714,-0.120516,1.99207,-2.00709,1.79793,0.843078,-0.475061,2.02244,2.18118,0.326685,0.6204,3.19205,2.55871,4.6124,1
-0.926141,0.261446,-1.03072,2.82754,-0.195512,-1.88109,2.29319,3.32274,-2.10637,-3.66566,-0.436604,-0.786632,-0.597736,-2.23691,-0.540234,0.250189,-1.0797,1.6353,0.040837,-5.69967,0.529417,-1.2772,0.953783,1.25348,2.36186,1.25911,-3.0065,3.56089,2.96376,3.24168,0
-0.336895,-1.32399,-1.0539,1.49946,-0.691667,-1.7609,1.39849,1.96177,-2.9989,-3.70335,0.351861,0.83007,1.50276,-2.55074,0.200619,-0.14975,0.384179,1.90654,-1.31651,-5.29564,-1.12997,-2.87091,-0.169336,2.29332,2.09419,1.69913,1.57699,2.96421,3.22526,2.25032,0
-0.913254,-0.919723,0.776091,-2.65753,-0.0496321,4.12135,2.63509,-2.15579,4.12854,-1.50222,0.666245,0.115512,-0.206935,-0.359673,0.946638,-1.10138,0.0970571,0.76143,2.15447,0.469567,0.542558,0.234386,0.90573,-3.2979,-0.562677,-0.42864,0.016228,-0.976886,1.55256,5.07447,0
-0.358212,0.770369,0.0840027,4.69125,0.0935393,-0.783124,1.26896,1.61488,-1.67161,-2.87929,-0.372171,-0.283137,0.136991,-0.439067,-0.271636,-3.08051,2.30578,0.258793,-0.139725,-4.14756,1.43307,-3.65918,-0.0527678,3.21146,-0.668191,4.54705,-1.68223,7.61703,3.36403,7.8281,1
0.741946,0.67507,0.682739,-0.637068,-2.00912,0.141213,-0.948959,7.37078,-3.66444,1.58421,-1.04404,-5.18325,-0.267769,0.249795,0.457557,0.692087,-2.58166,-0.0967938,4.24226,-1.86387,3.39669,4.46818,-0.771754,2.32766,4.94781,-2.09295,0.385928,2.40556,2.72284,4.12041,1
-0.139311,-0.227149,0.709099,1.60481,0.859959,-1.40629,0.0834023,1.7386,-1.40407,-0.508177,-0.128752,-0.651337,-0.304373,-0.365661,0.411508,0.310694,-0.536336,-1.87653,-0.121874,-1.62876,0.434952,-0.0297343,-1.23431,1.00407,0.823672,0.374062,-0.579787,1.41938,0.432542,0.0870041,0
-0.962825,-1.20756,-0.768161,-0.365495,0.563782,0.766809,-1.23572,-1.59805,-0.917216,0.160935,0.911369,1.47994,-0.289155,0.458303,-0.0351605,-2.12512,2.99655,-0.0750354,-1.06231,0.703069,-0.912738,-2.61603,-0.871807,2.19191,-1.33993,2.07291,0.0842055,1.8838,0.962075,2.14636,0
1.14254,0.52573,0.146544,-2.88197,-0.827899,2.77324,0.457123,-2.32993,1.18436,-0.838927,0.144007,1.48643,0.753456,-0.395228,-0.614968,-1.49481,1.89948,1.43033,0.1418,0.60304,-1.1178,-1.61668,0.635355,-0.343201,-0.520898,0.512252,0.647489,-0.429396,1.647,3.06442,0
-1.18655,-0.486082,0.00507442,3.67411,1.25194,-1.45323,1.01793,6.10794,-1.67922,-0.238589,-1.54176,-4.51522,-1.64029,0.160295,0.0235245,0.459001,-2.79937,-0.857652,3.09775,-3.20413,3.95722,2.96376,-0.935259,0.968568,2.63965,-0.17455,0.477653,4.17437,1.53915,4.12615,0
-0.231716,-0.0658151,-0.559816,1.36446,1.02238,-0.324423,0.880667,2.96064,1.13439,1.04993,0.983508,-3.29729,2.24958,0.729465,0.34489,1.48934,-3.26105,-0.536738,2.66177,0.0338246,2.86932,4.0083,1.00508,-1.91525,1.17961,-1.93444,0.607609,-0.280323,-1.01017,0.0597148,0
-0.691915,-0.814388,0.46736,0.787353,0.799213,0.882208,0.744692,-2.63018,1.50276,-1.15735,0.764173,1.66561,1.1873,0.0970715,0.308264,-1.73776,2.02486,0.614091,-0.934511,0.139988,-0.536968,-2.55433,-1.13136,-0.165674,-2.23834,2.09469,-0.215194,1.39988,0.348821,2.27214,1
-0.248402,-0.183536,-2.25475,4.70438,0.127081,-3.50914,1.2571,-0.528501,0.302004,-1.72294,0.848719,1.04576,0.0491769,-0.613852,1.39955,1.01344,-0.836939,0.472214,-2.39159,-1.98803,-0.367727,-1.51833,-0.554555,-0.585121,-1.50258,1.40784,-0.0980577,0.885567,-1.88512,-3.48129,1
